name	status	detail
basic_throw_catch	PASS	
try_no_exception	PASS	42
code_after_throw	PASS	0
except_ch_correct	PASS	
catch_divzero	PASS	
sequential_a	PASS	
sequential_b	PASS	
nested_inner_catches	PASS	
nested_propagate	PASS	
cross_fn_catch	PASS	
cross_fn_divzero	PASS	
continues_after_catch	PASS	10
throw_zero	PASS	
