name	status	detail
round_7_4	PASS	4
round_8_4	PASS	8
round_9_4	PASS	8
round_neg7_4	PASS	-4
floor_7_4	PASS	4
floor_8_4	PASS	8
floor_neg7_4	PASS	-8
ceil_7_4	PASS	8
ceil_8_4	PASS	8
ceil_neg7_4	OBS	-8
f64_add	PASS	4
f64_sub	PASS	2
f64_mul	PASS	10
f64_div	PASS	2
sqrt_4	PASS	2
sqrt_9	PASS	3
sin_0	PASS	0
cos_0	PASS	1
toi64_3p7	PASS	3
toi64_neg3p7	PASS	-3
tof64_42	PASS	42
